,File_List,Header,Text
6606,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (2)_76.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (2)_77.png']",*PLUMBING CONTRACTORS,"LEES F G & SON INC 263 Richmond St (02903), Tel 421-1358"
6607,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (2)_80.png'],PLUMBING FIXTURES AND SUPPLIES-DEALERS,Ardente Supply Co Inc 404 Valley St
6608,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (2)_81.png'],PLUMBING FIXTURES AND SUPPLIES-DEALERS,Blackstone Supply Co Inc 100 Whipple St
6609,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (2)_82.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (2)_83.png']",PLUMBING FIXTURES AND SUPPLIES-DEALERS,Carlton-Wright Plumbing Supply 1283 N Main St
6610,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (2)_84.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (2)_85.png']",PLUMBING FIXTURES AND SUPPLIES-DEALERS,"CHARRON SUPPLY CO 710 Cranston St (02907), Tel 272-7163"
6611,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (2)_86.png'],PLUMBING FIXTURES AND SUPPLIES-DEALERS,Dart Union Company 134 Thurbers Av
6612,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (2)_87.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (2)_88.png']",PLUMBING FIXTURES AND SUPPLIES-DEALERS,Jan's Kitchen & Bath 1759 Mineral Spring Av(N Prov)
6613,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (2)_89.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (2)_90.png']",PLUMBING FIXTURES AND SUPPLIES-DEALERS,National Plumbing & Heating Supply Corp 333 Harris Av
6614,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (2)_91.png'],PLUMBING FIXTURES AND SUPPLIES-DEALERS,Sydney Supply Co 176 Union Av
6615,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_4.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_5.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_6.png']",PLUMBING FIXTURES AND SUPPLIES-MFRS AND DISTRIBUTORS ',"SYDNEY SUPPLY CO 176 Union Av (02909), Tel (401) 944-0200 (See Index To Advertisers)"
6616,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_9.png'],PLYWOOD MFRS AND DISTRIBUTORS,Allied Plywood Co 175 Harborside Blvd
6617,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_11.png'],PODIATRISTS,Allen John A 187 Westminster St Rm 207
6618,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_12.png'],PODIATRISTS,Brady Clinton C 1478 Broad St Rm 3
6619,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_13.png'],PODIATRISTS,Calise Gaetano 441 Broadway
6620,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_14.png'],PODIATRISTS,Cloutier Conrad L 290 Westminster St Rm 811
6621,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_15.png'],PODIATRISTS,De Cesare Thos J 227 Broadway
6622,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_16.png'],PODIATRISTS,Greenberg Melvin 49 Olneyville Sq
6623,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_17.png'],PODIATRISTS,Hubby R90ul G 187 Westminster St Rm 305
6624,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_18.png'],PODIATRISTS,Kouffman Saml H 677 Hope St
6625,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_19.png'],PODIATRISTS,Kumins Albert 290 Westminster St Rm 610
6626,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_20.png'],PODIATRISTS,Kumins Richd C 290 Westminster St Rm 610
6627,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_21.png'],PODIATRISTS,Labush Leonard W 144 Waterman St
6628,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_22.png'],PODIATRISTS,Lancellotti Harry A 404 Branch Av
6629,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_23.png'],PODIATRISTS,"Lewis Peter J 1830 Mineral Spring Av(N Prov,"
6630,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_24.png'],PODIATRISTS,Luber Robt S 334 Westminster St Rm 520
6631,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_25.png'],PODIATRISTS,Mushnick Fredk 389 Smith St
6632,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_26.png'],PODIATRISTS,OIRourke Adrian J 60 Academy Av
6633,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_27.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_28.png']",PODIATRISTS,Podiatry Associates Inc 290 Westminster St Rm 601
6634,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_29.png'],PODIATRISTS,R I Podiatry Society 144 Waterman St
6635,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_31.png'],POLISH MFRS,Dennis Jewelry Co 275 Silver Spring St
6636,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_32.png'],POLISH MFRS,Stapure Products Co 170 Irving Av
6637,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_34.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_35.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_36.png']",*POLISHING-METAL,"CHIC-PASS POLISHING 10 Ninigret Av (02907), Tel 941-0413 (See Index To Advertisers)"
6638,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_37.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_38.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_39.png']",*POLISHING-METAL,"QUALITY POLISHING CO INC 65 Clifford St (02903), Tel 351-0165 (See Index To Advertisers)"
6639,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_40.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_41.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_42.png']",*POLISHING-METAL,"TASDELL POLISHING CO INC 50 Aleppo St, Bldg IA (02909), Tels 351- 4114, 351-4115"
6640,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_45.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_46.png']",*POLITICAL ORGANIZATIONS,"R I REPUBLICAN STATE CENTRAL COMM 501 Turks Head Bldg, 70"
6641,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_47.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_48.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_49.png']",*POLITICAL ORGANIZATIONS,"' ' Westminster St (02903), Tels 421-2570 A And 331-5820 ' POTATOES-WHOL AND"
6642,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_51.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_52.png']",COMMISSION,"Infinity Potters 1311Ne180n st, ' J ' POTTERIES"
6643,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_53.png'],COMMISSION,Infinity Potters 1544 Smith St (N Prov)
6644,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_56.png'],POULTRY DEALERS- RETAIL,Antonelliis Poultry Inc 62 De Pasquale Av
6645,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_57.png'],POULTRY DEALERS- RETAIL,Graylawn Poultry Inc 41 Hemlock St
6646,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_58.png'],POULTRY DEALERS- RETAIL,Hilltop Poultry 146 Acorn St
6647,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_59.png'],POULTRY DEALERS- RETAIL,Mt PIeasant Poultry Co Inc 99 Washington St
6648,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_60.png'],POULTRY DEALERS- RETAIL,Mount Pleasant Poultry Co Inc 77 Unit St
6649,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_61.png'],POULTRY DEALERS- RETAIL,Picerno Poultry Co 87 Knight St
6650,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_63.png'],POULTRY DEALERS-WHOL,Greylawn Poultry Co Inc 366 Dexter St
6651,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_64.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_65.png']",POULTRY DEALERS-WHOL,Providence Dressed Poultry Co Inc 170 Printery St
6652,['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_68.png'],POWER TOOLS AND EQUIPMENT,Celona Inc 1720 Mineral Spring Av(N Prov)
6653,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_70.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_71.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_72.png']",*PRINTERS,"ABBOTT PARK PRESS INC 274 Weybosset St (02903), Tel (401) 751- 2565"
6654,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_73.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_74.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_97 (3)_75.png']",*PRINTERS,"ACORN PRINTING CO INC 117-121 Broadway (02903) Tel 421-0718, 421- 0043 (See Index To Advertisers)"
6655,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_1.png'],*PRINTERS,
6656,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_2.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_3.png']",*PRINTERS,"(02909), Tel 272-6560 (See Index To Advertisers)"
6657,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_4.png'],*PRINTERS,COGENS INC 135 Washington St (02903)
6658,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_5.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_6.png']",*PRINTERS,- Tel 421-4436 (See Index To Advertisers)
6659,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_7.png'],*PRINTERS,
6660,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_8.png'],*PRINTERS,239 w Park St (02908) Tel 421-2386
6661,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_9.png'],*PRINTERS,SPAULDING COMPANY INC Printing
6662,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_10.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_11.png']",*PRINTERS,"Services, 339 Eddy St (02903), Tel 421-2151"
6663,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_12.png'],*PRINTERS,STERLING GRAPHICS INC 21
6664,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_13.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_14.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_15.png']",*PRINTERS,"TWaterman Av (N Providence; 02911), Tel (401) 231-9420 (See Index To Advertisers)"
6665,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_16.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_17.png']",*PRINTERS,"TREMONT PRESS INC 53 Spooner St (02907), Tel 461-0705"
6666,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_18.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_19.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_20.png']",*PRINTERS,"WEBSTER PRESS THE Letterpress And Offset, 52 Troy St (02909), Tel 331-"
6667,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_23.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_24.png']",PRINTERS-BOOK AND COMMERCIAL,A V A Publications 2 Jackson Walkway Sutie 18
6668,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_25.png'],PRINTERS-BOOK AND COMMERCIAL,Abilene Co 513 Potters Av
6669,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_26.png'],PRINTERS-BOOK AND COMMERCIAL,Acme Printing Inc 112 Point St
6670,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_27.png'],PRINTERS-BOOK AND COMMERCIAL,Acton Press Inc 532 Kinsley Av 1st Fl
6671,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_28.png'],PRINTERS-BOOK AND COMMERCIAL,Allied Printing Co Inc 333 Bucklin St
6672,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_29.png'],PRINTERS-BOOK AND COMMERCIAL,American Card Co Inc 35 Baker St
6673,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_30.png'],PRINTERS-BOOK AND COMMERCIAL,American Graphics Co 69 Valley St
6674,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_31.png'],PRINTERS-BOOK AND COMMERCIAL,Arcadia Embdssing Co 50 Agnes St
6675,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_32.png'],PRINTERS-BOOK AND COMMERCIAL,Arrow Letter Shop 386 Atwells Av
6676,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_33.png'],PRINTERS-BOOK AND COMMERCIAL,55a;- Press The 10 Abbott Park P1 515 F1
6677,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_34.png'],PRINTERS-BOOK AND COMMERCIAL,Bradford Press The 91 Atwells Av
6678,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_35.png'],PRINTERS-BOOK AND COMMERCIAL,Brown Wm R Co Inc 189 Douglas Av;
6679,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_36.png'],PRINTERS-BOOK AND COMMERCIAL,Business & Social Printing 16 Joslin St
6680,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_37.png'],PRINTERS-BOOK AND COMMERCIAL,Cabral John A 16 Lawrence St
6681,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_38.png'],PRINTERS-BOOK AND COMMERCIAL,Cozens Inc 135 Washington St
6682,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_39.png'],PRINTERS-BOOK AND COMMERCIAL,College 11111 Press 347 N Main St
6683,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_40.png'],PRINTERS-BOOK AND COMMERCIAL,
6684,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_41.png'],PRINTERS-BOOK AND COMMERCIAL,dean Charles G Associates 847 N Main St
6685,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_42.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_43.png']",PRINTERS-BOOK AND COMMERCIAL,Ci'andall Printing Co 385 Westminster St Rm 38
6686,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_44.png'],PRINTERS-BOOK AND COMMERCIAL,Des Offset Inc 216 W Exchange St
6687,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_45.png'],PRINTERS-BOOK AND COMMERCIAL,dee Educational Aids Inc 480 Benefit St
6688,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_46.png'],PRINTERS-BOOK AND COMMERCIAL,Evinger Corp 50 Park La
6689,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_47.png'],PRINTERS-BOOK AND COMMERCIAL,Federal Press Inc 179 Atwells Av
6690,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_48.png'],PRINTERS-BOOK AND COMMERCIAL,Foremost Lithograph Co 245 Dupont Dr
6691,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_49.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_50.png']",PRINTERS-BOOK AND COMMERCIAL,Franklin Graph-ics'Div Of Allied Printing Co Inc 85 Corliss St
6692,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_51.png'],PRINTERS-BOOK AND COMMERCIAL,Getz Printing Co 916 Chalkstone Av
6693,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_52.png'],PRINTERS-BOOK AND COMMERCIAL,Gi'aphic Art Associates Inc 387 Charles St
6694,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_53.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_54.png']",PRINTERS-BOOK AND COMMERCIAL,Hhridi Printing & Mailing Co Inc 136 Westminster St
6695,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_55.png'],PRINTERS-BOOK AND COMMERCIAL,Holden Printing Co 17 Holden St
6696,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_56.png'],PRINTERS-BOOK AND COMMERCIAL,
6697,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_57.png'],PRINTERS-BOOK AND COMMERCIAL,Jv& D Instant Printing 1923 Westminster St
6698,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_58.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_59.png']",PRINTERS-BOOK AND COMMERCIAL,Kennedy Bruce Photographic Services 204 Westminster St Suite 15
6699,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_60.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_61.png']",PRINTERS-BOOK AND COMMERCIAL,Lanoue Henry Offset Printing 102 Reservoir
6700,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_62.png'],PRINTERS-BOOK AND COMMERCIAL,Litho Arts 33 Acorn St
6701,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_63.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_64.png']",PRINTERS-BOOK AND COMMERCIAL,Litho-Graphic Press (Technoprint Inc) 186 Fountain St
6702,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_65.png'],PRINTERS-BOOK AND COMMERCIAL,Litho Products Of Rhode Island 498 Broad St
6703,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_66.png'],PRINTERS-BOOK AND COMMERCIAL,Little Rhody Press Inc The 10 N Dayis St
6704,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_67.png'],PRINTERS-BOOK AND COMMERCIAL,Lou-Eve Printing Service 84 Sackett St -
6705,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_68.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_69.png']",PRINTERS-BOOK AND COMMERCIAL,Av(N Prov)
6706,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_70.png'],PRINTERS-BOOK AND COMMERCIAL,Mediiza Press Inc 111 Westminster St Rm 1231
6707,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_71.png'],PRINTERS-BOOK AND COMMERCIAL,Nikkis 139 Mathewson St Rm 310
6708,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_72.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_73.png']",PRINTERS-BOOK AND COMMERCIAL,Offset Equipment And Supply Corp Rear 742 Broad St
6709,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_74.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_75.png']",PRINTERS-BOOK AND COMMERCIAL,"(02905), Tels 941-1110 And 941-1111"
6710,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_76.png'],PRINTERS-BOOK AND COMMERCIAL,Parkway Printing Serv 104Academy Av
6711,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_77.png'],PRINTERS-BOOK AND COMMERCIAL,Picerno Press 220 Atwells Av
6712,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_78.png'],PRINTERS-BOOK AND COMMERCIAL,Port Press Inc 55 Sprague St
6713,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_79.png'],PRINTERS-BOOK AND COMMERCIAL,Postal Instant Press 1285 N Main St
6714,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_80.png'],PRINTERS-BOOK AND COMMERCIAL,Postal Instant Press Howard Bldg
6715,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_81.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_82.png']",PRINTERS-BOOK AND COMMERCIAL,Providence Lithograph Co (Federated Litho- Prntrs) 369 Prairie Av
6716,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_83.png'],PRINTERS-BOOK AND COMMERCIAL,Prudent Press 128 N Main St Rm 10
6717,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_84.png'],PRINTERS-BOOK AND COMMERCIAL,R & H Printing Co Inc 355 Dexter St
6718,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_85.png'],PRINTERS-BOOK AND COMMERCIAL,Regent Press The 173 Cypress St
6719,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_86.png'],PRINTERS-BOOK AND COMMERCIAL,Regine Printing Co Inc 24 Althea St
6720,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_87.png'],PRINTERS-BOOK AND COMMERCIAL,Revmco Graphids 111 Summer St 2de
6721,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_88.png'],PRINTERS-BOOK AND COMMERCIAL,Reynolds Press Inc 129 Canal St
6722,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_89.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_90.png']",PRINTERS-BOOK AND COMMERCIAL,St
6723,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_91.png'],PRINTERS-BOOK AND COMMERCIAL,S & A Printing Inc 9 Thelma St (N Prov)
6724,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_92.png'],PRINTERS-BOOK AND COMMERCIAL,Scroll Printing Inc 723 Harris Av
6725,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_93.png'],PRINTERS-BOOK AND COMMERCIAL,Service Plus-Press Co 153 Broadway
6726,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_94.png'],PRINTERS-BOOK AND COMMERCIAL,Social Printing Co 263 Broadway
6727,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_95.png'],PRINTERS-BOOK AND COMMERCIAL,Snaulding Co Inc 339 Eddy St
6728,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_96.png'],PRINTERS-BOOK AND COMMERCIAL,Sgandard Offset Printers 624 Admiral St
6729,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_97.png'],PRINTERS-BOOK AND COMMERCIAL,Star Printing Co 373 Charles St
6730,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_98.png'],PRINTERS-BOOK AND COMMERCIAL,TechnoDrintvInc 186 Fountain St
6731,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_99.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_100.png']",PRINTERS-BOOK AND COMMERCIAL,"TIFFANY EDWARD B INC 50 Blundell St (02905), Tel 461-5477"
6732,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_101.png'],PRINTERS-BOOK AND COMMERCIAL,Tremont Press Inc 53 Spooner St
6733,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_102.png'],PRINTERS-BOOK AND COMMERCIAL,
6734,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (1)_103.png'],PRINTERS-BOOK AND COMMERCIAL,Visitor Printing Co Inc 184 Broad St
6735,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_1.png'],PRINTERS-BOOK AND COMMERCIAL,PRINTERS-BUUK AN U UUMMbanAL
6736,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_3.png'],CONTD,Watchemoket Press Inc 177 Sherburne St
6737,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_4.png'],CONTD,Webster Press 52 Troy St
6738,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_6.png'],PRINTERS ROLLERS-MFRS,Crest Rubber Co 20 Dorr St
6739,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_7.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_8.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_9.png']",PRINTERS ROLLERS-MFRS,"EVERS HENRY A CO INC 72 Oxford St (02905), Tel 781-4767 (See Index To Advertisers)"
6740,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_12.png'],PRINTERSA SUPPLIES AND EQUIPMENT,Printers' Service & Supply Inc 231 Douglas Av
6741,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_14.png'],PRINTING PRESS MFRS,Reynolds Press (Side Entrance) 5 Steeple St
6742,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_17.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_18.png']",PRODUCE COMMISSION MERCHANTS,Canaan Wm J Wholesale Fruit & Produce Co 22 Harris Av
6743,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_19.png'],PRODUCE COMMISSION MERCHANTS,Farm Fresh Produce Inc 40 Harris Av
6744,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_20.png'],PRODUCE COMMISSION MERCHANTS,Feinberg & C0 12 Harris Av
6745,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_21.png'],PRODUCE COMMISSION MERCHANTS,Longo Toro Inc 27 Bath St
6746,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_22.png'],PRODUCE COMMISSION MERCHANTS,Manhattan Tomato Co 2 Harris Av
6747,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_23.png'],PRODUCE COMMISSION MERCHANTS,Michael Bros Inc 38 Harris Av
6748,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_24.png'],PRODUCE COMMISSION MERCHANTS,Rocco Felix Co 20 Harris Av
6749,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_25.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_26.png']",PRODUCE COMMISSION MERCHANTS,Tourtellot & Co Inc 32 Harris Av
6750,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_28.png'],RETAIL,Edwards Valgene 20 Willow St
6751,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_29.png'],RETAIL,Fruitland 893 Allens Av
6752,['test/no_ads/margins_fixed/cropped/entry/1978_Page_98 (2)_30.png'],RETAIL,Gov Dyer Co-Op Market 71 Hemlock St
